Time            Price           Type
8752              9.767            sell
8753              9.767            sell
8757              9.767            sell
8760              9.802            buy
8759              9.802            buy
8762              9.802            buy
8763              9.802            buy
8765              9.767            sell
8765              9.767            sell
8766              9.767            sell
8768              9.767            sell
8771              9.802            buy
8770              9.802            buy
8771              9.802            buy
8774              9.767            sell
8775              9.767            sell
8775              9.767            buy
8776              9.802            buy
8775              9.802            buy
8777              9.802            sell
8778              9.802            buy
8790              9.767            sell
8791              9.767            sell
8791              9.832            buy
8793              9.832            buy
8796              9.802            sell
8797              9.767            sell
8798              9.767            sell
8801              9.802            sell
8807              9.802            buy
8806              9.802            buy
8807              9.802            buy
8814              9.767            sell
8814              9.767            sell
8815              9.767            sell
8826              9.802            buy
8826              9.767            sell
8840              9.802            buy
8839              9.802            buy
8840              9.802            buy
8843              9.737            sell
8843              9.737            sell
8845              9.767            buy
8845              9.767            sell
8846              9.767            sell
8847              9.767            buy
8847              9.737            sell
8848              9.767            buy
8849              9.737            sell
8858              9.767            buy
8857              9.767            buy
8859              9.737            buy
8860              9.737            sell
8860              9.767            buy
8862              9.737            sell
8862              9.737            sell
8862              9.737            sell
8864              9.767            buy
8864              9.767            buy
8864              9.767            buy
8868              9.767            buy
8869              9.737            sell
8869              9.737            sell
8870              9.737            sell
8873              9.737            sell
8873              9.767            buy
8875              9.767            buy
8875              9.767            buy
8877              9.767            buy
8880              9.737            sell
8881              9.737            sell
8882              9.802            buy
8881              9.802            buy
8891              9.767            sell
8893              9.767            sell
8895              9.802            buy
8896              9.802            buy
8897              9.767            sell
8899              9.767            sell
8899              9.767            sell
8900              9.802            buy
8902              9.767            sell
8903              9.737            sell
8919              9.767            buy
8919              9.767            buy
8919              9.767            buy
8922              9.737            sell
8922              9.737            sell
8922              9.737            sell
8941              9.737            buy
8944              9.707            buy
8944              9.707            sell
8946              9.737            buy
8945              9.737            buy
8950              9.737            buy
8952              9.707            sell
8953              9.707            sell
8954              9.737            buy
8953              9.737            buy
8958              9.707            sell
8958              9.737            buy
8965              9.707            sell
8965              9.707            sell
8966              9.707            sell
8969              9.707            sell
8989              9.677            buy
8989              9.707            buy
8989              9.707            buy
8993              9.815            buy
9008              9.780            sell
9010              9.815            buy
9010              9.780            sell
9010              9.780            sell
9013              9.750            sell
9017              9.750            sell
9023              9.780            buy
9022              9.780            buy
9023              9.780            buy
9025              9.750            sell
9026              9.750            sell
9026              9.780            buy
9026              9.780            buy
9027              9.750            sell
9028              9.750            sell
9028              9.750            sell
9032              9.780            buy
9031              9.780            buy
9032              9.750            sell
9033              9.750            sell
9033              9.780            buy
9034              9.780            buy
9033              9.780            buy
9037              9.815            buy
9057              9.780            sell
9059              9.780            sell
9060              9.780            sell
9060              9.815            buy
9063              9.815            buy
9063              9.780            sell
9064              9.780            sell
9064              9.815            buy
9066              9.780            sell
9068              9.780            sell
9083              9.780            buy
9083              9.750            sell
9086              9.780            buy
9086              9.750            sell
9099              9.750            buy
9099              9.720            sell
9102              9.750            buy
9102              9.720            sell
9127              9.690            buy
9128              9.690            buy
9133              9.655            sell
9134              9.655            sell
9154              9.655            buy
9154              9.625            sell
9156              9.655            buy
9156              9.625            sell
9177              9.625            buy
9179              9.595            buy
9180              9.595            sell
9181              9.595            sell
9186              9.625            buy
9188              9.595            sell
9189              9.625            buy
9190              9.625            buy
9189              9.625            buy
9192              9.625            buy
9194              9.595            sell
9194              9.595            sell
9195              9.595            sell
9198              9.595            sell
9201              9.625            buy
9200              9.625            buy
9202              9.595            sell
9202              9.625            buy
9202              9.625            buy
9205              9.595            sell
9205              9.595            buy
9205              9.595            sell
9205              9.595            sell
9208              9.595            sell
9223              9.595            buy
9244              9.565            buy
9245              9.565            buy
9245              9.565            buy
9251              9.565            buy
9254              9.530            sell
9255              9.530            sell
9256              9.500            sell
9258              9.500            sell
9271              9.529            buy
9272              9.563            buy
9272              9.563            buy
9276              9.563            buy
9288              9.545            sell
9289              9.515            sell
9290              9.515            sell
9293              9.485            sell
9306              9.515            buy
9307              9.485            buy
9308              9.485            sell
9308              9.485            sell
9309              9.515            buy
9310              9.515            buy
9310              9.515            buy
9315              9.580            buy
9323              9.545            sell
9325              9.580            buy
9325              9.545            sell
9329              9.580            buy
9329              9.545            sell
9329              9.545            sell
9331              9.545            sell
9335              9.545            sell
9343              9.580            buy
9342              9.580            buy
9343              9.545            buy
9346              9.545            sell
9347              9.580            buy
9351              9.545            buy
9352              9.545            sell
9352              9.545            sell
9353              9.545            sell
9356              9.545            sell
9387              9.420            buy
9388              9.420            buy
9393              9.420            buy
9397              9.455            buy
9407              9.420            sell
9408              9.420            sell
9409              9.420            sell
9409              9.455            buy
9410              9.455            buy
9411              9.455            buy
9411              9.455            sell
9412              9.455            buy
9413              9.390            sell
9413              9.390            sell
9414              9.390            sell
9418              9.455            buy
9419              9.455            sell
9420              9.420            sell
9421              9.455            buy
9420              9.455            buy
9421              9.420            sell
9422              9.420            sell
9422              9.455            buy
9423              9.455            buy
9422              9.455            buy
9425              9.455            buy
9428              9.420            sell
9429              9.420            sell
9430              9.455            buy
9429              9.455            buy
9431              9.420            sell
9432              9.420            sell
9433              9.455            buy
9432              9.455            buy
9434              9.420            sell
9434              9.420            sell
9435              9.420            sell
9436              9.455            buy
9435              9.455            buy
9436              9.420            sell
9437              9.420            sell
9439              9.420            sell
9442              9.455            buy
9441              9.455            buy
9443              9.420            buy
9444              9.420            sell
9444              9.420            sell
9446              9.455            buy
9445              9.455            buy
9446              9.455            buy
9447              9.420            sell
9447              9.420            sell
9448              9.420            sell
9449              9.420            sell
9449              9.455            buy
9450              9.455            buy
9449              9.455            buy
9451              9.420            sell
9451              9.420            sell
9452              9.420            sell
9452              9.455            buy
9453              9.455            buy
9452              9.455            buy
9453              9.420            sell
9454              9.420            sell
9454              9.420            buy
9454              9.420            sell
9455              9.420            sell
9462              9.455            buy
9463              9.455            buy
9462              9.455            buy
9463              9.420            sell
9463              9.420            sell
9464              9.420            sell
9465              9.455            buy
9464              9.455            buy
9465              9.455            buy
9467              9.455            buy
9473              9.420            sell
9474              9.420            sell
9474              9.420            sell
9475              9.455            buy
9475              9.455            buy
9476              9.420            sell
9477              9.420            sell
9477              9.455            buy
9479              9.455            buy
9479              9.485            buy
9487              9.455            sell
9492              9.485            buy
9502              9.455            sell
9504              9.485            buy
9504              9.455            sell
9505              9.455            sell
9505              9.455            sell
9509              9.420            sell
9515              9.455            buy
9517              9.420            sell
9522              9.455            buy
9522              9.455            buy
9522              9.455            buy
9525              9.420            sell
9526              9.420            sell
9528              9.455            buy
9528              9.485            buy
9531              9.485            buy
9543              9.485            sell
9545              9.485            sell
9547              9.485            sell
9548              9.515            buy
9550              9.515            buy
9551              9.515            buy
9554              9.485            sell
9554              9.485            sell
9556              9.515            buy
9557              9.485            buy
9557              9.485            sell
9558              9.485            sell
9559              9.485            sell
9561              9.515            sell
9561              9.515            buy
9563              9.485            sell
9568              9.515            buy
9567              9.515            buy
9569              9.515            buy
9571              9.455            sell
9572              9.455            sell
9572              9.485            sell
9573              9.515            buy
9575              9.515            buy
9575              9.515            buy
9578              9.485            sell
9578              9.485            buy
9578              9.485            sell
9579              9.515            sell
9580              9.515            buy
9579              9.515            buy
9581              9.515            buy
9587              9.485            sell
9588              9.485            sell
9588              9.485            sell
9591              9.485            sell
9593              9.515            buy
9595              9.485            sell
9596              9.515            buy
9595              9.515            buy
9596              9.515            buy
9598              9.485            sell
9598              9.485            sell
9599              9.485            sell
9599              9.545            buy
9600              9.545            buy
9599              9.545            buy
9600              9.545            buy
9606              9.515            sell
9609              9.515            buy
9609              9.485            sell
9609              9.485            sell
9610              9.485            sell
9614              9.515            sell
9614              9.515            buy
9615              9.545            buy
9616              9.545            buy
9617              9.545            buy
9624              9.515            sell
9627              9.485            sell
9628              9.485            sell
9631              9.515            sell
9639              9.515            buy
9639              9.575            buy
9639              9.575            buy
9642              9.610            buy
9648              9.545            sell
9650              9.545            sell
9651              9.545            sell
9652              9.575            buy
9654              9.545            sell
9655              9.575            buy
9657              9.575            buy
9659              9.575            buy
9660              9.545            sell
9660              9.545            sell
9661              9.575            buy
9662              9.575            buy
9662              9.575            sell
9663              9.575            buy
9668              9.545            sell
9669              9.545            sell
9669              9.545            sell
9672              9.545            sell
9689              9.515            buy
9689              9.515            sell
9692              9.545            buy
9692              9.545            buy
9692              9.545            buy
9697              9.515            sell
9697              9.515            buy
9697              9.545            buy
9698              9.515            sell
9699              9.515            sell
9699              9.515            sell
9702              9.515            sell
9702              9.545            buy
9704              9.515            sell
9717              9.515            buy
9718              9.485            sell
9728              9.515            buy
9727              9.515            buy
9728              9.485            sell
9729              9.485            sell
9734              9.545            buy
9735              9.545            buy
9734              9.545            buy
9737              9.545            buy
9746              9.515            sell
9748              9.515            sell
9748              9.515            sell
9751              9.545            buy
9753              9.545            buy
9754              9.515            sell
9755              9.515            sell
9758              9.485            sell
9762              9.515            buy
9762              9.485            sell
9768              9.515            buy
9768              9.515            buy
9770              9.485            sell
9770              9.545            buy
9770              9.545            buy
9775              9.485            buy
9776              9.485            sell
9777              9.485            sell
9778              9.515            sell
9778              9.515            buy
9780              9.485            sell
9780              9.485            sell
9781              9.515            buy
9782              9.515            buy
9781              9.515            buy
9783              9.515            sell
9784              9.515            buy
9785              9.515            buy
9786              9.485            sell
9786              9.485            sell
9787              9.485            sell
9788              9.515            buy
9790              9.485            sell
9791              9.545            buy
9790              9.545            buy
9791              9.545            sell
9791              9.485            sell
9792              9.485            sell
9793              9.515            buy
9793              9.485            sell
9794              9.515            buy
9795              9.485            sell
9814              9.515            buy
9815              9.515            buy
9814              9.515            buy
9818              9.515            buy
9826              9.485            sell
9830              9.515            buy
9830              9.485            sell
9830              9.485            sell
9831              9.485            sell
9831              9.515            buy
9831              9.515            buy
9832              9.515            sell
9834              9.515            buy
9834              9.485            sell
9835              9.485            sell
9835              9.515            buy
9837              9.515            buy
9838              9.485            sell
9840              9.515            buy
9839              9.515            buy
9842              9.515            buy
9843              9.485            sell
9844              9.485            sell
9844              9.515            buy
9846              9.515            buy
9846              9.515            sell
9847              9.485            sell
9848              9.485            sell
9848              9.485            sell
9855              9.515            buy
9854              9.515            buy
9856              9.485            buy
9857              9.485            sell
9857              9.485            sell
9859              9.515            buy
9858              9.515            buy
9859              9.485            sell
9859              9.485            sell
9860              9.485            sell
9861              9.515            buy
9860              9.515            buy
9861              9.515            buy
9865              9.515            buy
9866              9.485            sell
9866              9.515            buy
9884              9.595            sell
9885              9.565            sell
9887              9.565            sell
9888              9.595            buy
9890              9.565            sell
9892              9.565            sell
9910              9.565            buy
9910              9.565            buy
9910              9.565            buy
9913              9.530            sell
9913              9.530            sell
9915              9.565            buy
9915              9.565            buy
9916              9.530            sell
9916              9.530            sell
9917              9.530            sell
9918              9.565            buy
9919              9.565            buy
9919              9.530            sell
9919              9.530            sell
9922              9.565            buy
9923              9.565            buy
9922              9.565            buy
9923              9.530            sell
9923              9.530            sell
9924              9.530            sell
9924              9.565            buy
9925              9.565            buy
9924              9.565            buy
9926              9.565            buy
9926              9.500            sell
9926              9.500            sell
9927              9.500            sell
9928              9.500            sell
9940              9.530            buy
9940              9.530            buy
9941              9.530            buy
9944              9.500            sell
9946              9.530            buy
9950              9.530            buy
9967              9.530            sell
9968              9.500            sell
9969              9.500            sell
9972              9.500            sell
9996              9.470            buy
9997              9.440            sell
10000              9.500            buy
10001              9.500            buy
10000              9.500            buy
10002              9.470            sell
10005              9.500            buy
10008              9.500            buy
10012              9.470            sell
10013              9.470            sell
10014              9.500            buy
10013              9.500            buy
10014              9.470            sell
10015              9.470            sell
10016              9.470            sell
10016              9.500            buy
10017              9.500            buy
10016              9.500            buy
10017              9.470            sell
10018              9.470            sell
10018              9.470            sell
10023              9.470            sell
10035              9.500            buy
10036              9.500            buy
10035              9.500            buy
10038              9.470            buy
10040              9.470            sell
10040              9.470            sell
10041              9.470            sell
10043              9.500            buy
10044              9.500            buy
10043              9.500            buy
10045              9.470            sell
10046              9.470            sell
10046              9.470            sell
10047              9.470            buy
10048              9.470            sell
10050              9.440            sell
10056              9.470            buy
10056              9.470            buy
10057              9.470            buy
10059              9.440            sell
10059              9.440            sell
10060              9.440            sell
10081              9.440            buy
10081              9.470            buy
10081              9.470            buy
10086              9.470            buy
10096              9.440            sell
10098              9.470            sell
10099              9.500            buy
10100              9.500            buy
10108              9.470            sell
10111              9.500            sell
10112              9.500            buy
10112              9.500            buy
10117              9.470            sell
10119              9.470            sell
10120              9.470            sell
10121              9.500            buy
10124              9.500            buy
10124              9.470            sell
10125              9.470            sell
10125              9.470            sell
10126              9.470            buy
10128              9.470            sell
10145              9.470            buy
10146              9.440            sell
10148              9.470            buy
10149              9.470            buy
10151              9.470            buy
10153              9.452            sell
10153              9.452            sell
10154              9.452            sell
10155              9.513            buy
10156              9.513            buy
10155              9.513            buy
10158              9.513            buy
10163              9.452            sell
10165              9.513            buy
10195              9.543            sell
10197              9.578            buy
10197              9.543            sell
10199              9.543            sell
10200              9.543            sell
10203              9.543            sell
10205              9.578            buy
10204              9.578            buy
10205              9.513            sell
10206              9.513            sell
10216              9.543            buy
10216              9.513            sell
10218              9.543            buy
10218              9.513            sell
10220              9.543            buy
10220              9.543            buy
10221              9.543            buy
10223              9.513            sell
10223              9.543            buy
10224              9.513            sell
10225              9.513            sell
10226              9.543            buy
10226              9.543            buy
10227              9.513            sell
10228              9.513            sell
10229              9.543            buy
10228              9.543            buy
10229              9.513            sell
10230              9.513            sell
10230              9.513            sell
10235              9.543            buy
10234              9.543            buy
10235              9.543            buy
10237              9.513            sell
10237              9.513            sell
10237              9.513            sell
10238              9.543            buy
10239              9.543            buy
10238              9.543            buy
10240              9.543            buy
10240              9.513            sell
10240              9.513            sell
10241              9.513            sell
10241              9.513            sell
10262              9.513            buy
10262              9.513            buy
10262              9.513            buy
10267              9.513            buy
10283              9.513            sell
10285              9.513            sell
10287              9.513            sell
10287              9.543            buy
10288              9.543            buy
10287              9.543            buy
10288              9.513            sell
10290              9.513            sell
10291              9.513            buy
10292              9.513            sell
10292              9.543            sell
10293              9.543            buy
10292              9.543            buy
10293              9.543            buy
10299              9.513            sell
10300              9.513            sell
10300              9.513            sell
10301              9.543            buy
10302              9.543            buy
10301              9.543            buy
10308              9.513            sell
10309              9.513            sell
10310              9.513            sell
10310              9.543            buy
10310              9.543            buy
10311              9.543            sell
10312              9.543            buy
10313              9.543            buy
10329              9.543            sell
10333              9.578            buy
10338              9.578            sell
10340              9.543            sell
10341              9.543            sell
10344              9.578            sell
10345              9.578            buy
10347              9.543            sell
10348              9.608            buy
10349              9.608            buy
10348              9.608            buy
10352              9.608            buy
10353              9.543            sell
10354              9.543            sell
10354              9.543            sell
10357              9.578            sell
10390              9.513            buy
10390              9.482            buy
10391              9.482            sell
10392              9.482            sell
10394              9.513            buy
10394              9.482            sell
10397              9.513            buy
10398              9.513            buy
10398              9.482            sell
10398              9.482            sell
10399              9.513            buy
10400              9.513            buy
10399              9.513            buy
10401              9.482            sell
10401              9.513            buy
10403              9.513            buy
10417              9.482            sell
10418              9.482            sell
10420              9.543            buy
10419              9.543            buy
10420              9.513            sell
10422              9.513            buy
10424              9.513            sell
10424              9.513            sell
10426              9.543            buy
10427              9.543            buy
10431              9.513            sell
10432              9.513            sell
10432              9.513            sell
10433              9.543            buy
10434              9.543            buy
10433              9.543            buy
10454              9.720            sell
10456              9.685            sell
10460              9.685            sell
10460              9.720            buy
10462              9.685            sell
10462              9.720            buy
10464              9.685            sell
10465              9.655            sell
10471              9.685            buy
10471              9.700            buy
10473              9.685            sell
10473              9.720            buy
10473              9.720            buy
10475              9.655            sell
10476              9.655            sell
10476              9.685            sell
10479              9.720            buy
10478              9.720            buy
10479              9.720            buy
10484              9.720            buy
10486              9.685            sell
10486              9.685            sell
10487              9.655            sell
10490              9.655            sell
10506              9.655            buy
10507              9.655            buy
10510              9.625            sell
10510              9.625            sell
10517              9.655            buy
10517              9.655            buy
10517              9.655            buy
10522              9.655            buy
10534              9.655            sell
10535              9.655            sell
10536              9.655            sell
10536              9.685            buy
10537              9.685            buy
10538              9.685            buy
10550              9.720            sell
10552              9.750            buy
10553              9.720            sell
10555              9.750            buy
10556              9.720            sell
10556              9.720            sell
10561              9.750            buy
10562              9.750            buy
10573              9.750            sell
10575              9.750            sell
10577              9.720            sell
10580              9.780            sell
10580              9.750            buy
10583              9.780            buy
10583              9.750            buy
10584              9.720            sell
10584              9.720            sell
10585              9.720            sell
10585              9.720            buy
10587              9.720            sell
10595              9.750            buy
10595              9.750            buy
10595              9.750            buy
10600              9.780            buy
10613              9.750            sell
10614              9.780            sell
10619              9.845            buy
10620              9.845            buy
10642              9.906            sell
10645              9.936            buy
10646              9.906            sell
10649              9.936            buy
10651              9.876            sell
10651              9.876            sell
10653              9.876            sell
10655              9.876            sell
10687              9.810            buy
10688              9.810            buy
10688              9.845            buy
10691              9.780            sell
10691              9.845            buy
10693              9.845            buy
10700              9.780            sell
10701              9.780            sell
10702              9.780            sell
10705              9.810            sell
10713              9.810            buy
10714              9.780            sell
10725              9.810            buy
10724              9.810            buy
10725              9.810            buy
10729              9.780            buy
10731              9.780            sell
10732              9.780            sell
10733              9.810            buy
10732              9.810            buy
10735              9.780            sell
10736              9.780            sell
10737              9.780            sell
10738              9.810            buy
10740              9.810            buy
10740              9.810            buy
10750              9.780            sell
10751              9.780            sell
10751              9.780            sell
10755              9.750            sell
10785              9.815            buy
10786              9.815            buy
10785              9.815            buy
10789              9.846            buy
10811              9.945            sell
10813              9.975            buy
10817              9.945            sell
10817              9.945            sell
10818              9.975            buy
10821              9.945            sell
10823              9.945            sell
10825              9.910            sell
10827              9.880            sell
10853              9.910            buy
10853              9.910            buy
10853              9.910            buy
10855              9.880            sell
10855              9.910            buy
10857              9.880            sell
10857              9.910            buy
10858              9.910            buy
10859              9.880            sell
10859              9.850            sell
10859              9.850            sell
10861              9.850            sell
10882              9.850            buy
10882              9.820            buy
10883              9.850            buy
10885              9.820            sell
10885              9.850            buy
10887              9.820            sell
10888              9.820            sell
10888              9.820            sell
10909              9.753            buy
10910              9.783            buy
10911              9.783            buy
10916              9.752            sell
10916              9.752            sell
10918              9.782            buy
10917              9.782            buy
10918              9.782            buy
10918              9.752            sell
10919              9.752            sell
10921              9.782            buy
10920              9.782            buy
10948              9.778            sell
10950              9.813            sell
10952              9.777            sell
10956              9.777            sell
10971              9.775            buy
10972              9.775            buy
10977              9.809            buy
10981              9.808            buy
10996              9.771            sell
10996              9.771            sell
10997              9.771            sell
11002              9.806            sell
11002              9.805            buy
11004              9.805            buy
11005              9.805            buy
11007              9.805            buy
11013              9.769            sell
11013              9.769            sell
11014              9.769            sell
11014              9.834            buy
11015              9.834            buy
11014              9.834            buy
11032              9.801            sell
11033              9.801            sell
11033              9.831            sell
11038              9.801            sell
11042              9.830            buy
11041              9.830            buy
11042              9.800            sell
11043              9.800            sell
11049              9.829            buy
11048              9.829            buy
11049              9.829            buy
11054              9.828            buy
11055              9.798            sell
11056              9.798            sell
11057              9.798            sell
11058              9.798            sell
11059              9.828            buy
11060              9.828            buy
11059              9.828            buy
11061              9.798            sell
11061              9.797            sell
11063              9.827            buy
11062              9.827            buy
11063              9.797            sell
11063              9.797            sell
11064              9.797            sell
11064              9.797            buy
11065              9.797            sell
11071              9.826            buy
11070              9.826            buy
11071              9.826            buy
11074              9.856            buy
11101              9.852            sell
11102              9.852            sell
11102              9.882            sell
11106              9.851            sell
11115              9.880            buy
11115              10.022            buy
11115              10.022            buy
11118              10.022            buy
11140              10.052            sell
11141              10.052            sell
11149              10.082            buy
11149              10.022            sell
11150              10.022            sell
11152              10.052            sell
11163              10.052            buy
11164              10.052            buy
11165              10.052            buy
11171              10.082            buy
11188              10.147            sell
11190              10.117            sell
11192              10.117            sell
11192              10.147            buy
11194              10.117            sell
11194              10.177            buy
11196              10.177            buy
11196              10.177            buy
11221              10.243            sell
11224              10.243            sell
11227              10.303            buy
11228              10.303            buy
11228              10.303            sell
11229              10.368            buy
11244              10.399            sell
11248              10.368            sell
11250              10.333            sell
11253              10.368            sell
11264              10.368            buy
11264              10.333            sell
11280              10.303            buy
11281              10.273            sell
11298              10.273            buy
11299              10.273            buy
11300              10.303            buy
11303              10.303            buy
11312              10.273            sell
11316              10.303            sell
11317              10.303            buy
11317              10.273            sell
11318              10.273            sell
11318              10.303            buy
11320              10.273            sell
11321              10.333            buy
11320              10.333            buy
11321              10.333            buy
11345              10.368            sell
11346              10.368            sell
11351              10.333            sell
11354              10.333            sell
11356              10.399            buy
11355              10.399            buy
11357              10.399            buy
11359              10.368            buy
11370              10.399            sell
11374              10.399            buy
11379              10.368            sell
11379              10.368            sell
11380              10.368            sell
11384              10.368            sell
11388              10.399            buy
11387              10.399            buy
11388              10.368            sell
11389              10.368            sell
11396              10.399            buy
11395              10.399            buy
11397              10.399            buy
11401              10.399            buy
11404              10.368            sell
11404              10.399            buy
11407              10.368            sell
11408              10.368            sell
11410              10.399            buy
11411              10.399            sell
11412              10.399            buy
11412              10.368            sell
11413              10.368            sell
11413              10.399            buy
11414              10.399            buy
11413              10.399            buy
11416              10.368            sell
11416              10.368            sell
11417              10.368            sell
11420              10.368            sell
11432              10.368            buy
11435              10.368            buy
11436              10.368            buy
11442              10.399            buy
11452              10.368            sell
11454              10.399            sell
11457              10.399            buy
11458              10.368            sell
11459              10.368            sell
11463              10.368            sell
11483              10.303            buy
11484              10.333            buy
11488              10.333            buy
11491              10.303            sell
11492              10.273            sell
11494              10.303            sell
11496              10.333            buy
11497              10.333            buy
11496              10.333            buy
11498              10.475            buy
11516              10.628            sell
11519              10.628            sell
11522              10.658            buy
11522              10.692            buy
11531              10.691            sell
11539              10.721            buy
